uid,lat,long,base,duration,outcome,category,color
Lee185161,50.6,-2.13,Lee On Solent,68,Stood Down,Search (Only),"rgb(0,149,59)"
Lee186161,50.84,-1.51,Lee On Solent,117,Complete,Rescue/ Recovery,"rgb(0,149,59)"
Lee187161,50.81,-0.37,Lee On Solent,116,Stood Down,Search (Only),"rgb(0,149,59)"
Lee188161,50.7,-1.3,Lee On Solent,60,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee189161,50.7,-1.3,Lee On Solent,11,Stood Down,Pre-arranged Transfer,"rgb(0,149,59)"
Lee190161,50.72,-1.31,Lee On Solent,78,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lee191161,50.71,-1.76,Lee On Solent,94,Complete,Rescue/ Recovery,"rgb(0,149,59)"
Lee192161,50.7,-1.52,Lee On Solent,61,Complete,Rescue/ Recovery,"rgb(0,149,59)"
Lee193161,50.72,-1.31,Lee On Solent,84,Complete,Pre-arranged Transfer,"rgb(0,149,59)"
Lydd180161,51.42,0.4,Lydd,73,Stood Down,Search (Only),"rgb(201,146,18)"
Lydd181161,51.26,1.28,Lydd,62,Stood Down,Search (Only),"rgb(201,146,18)"
Lydd182161,51.39,0.49,Lydd,23,Stood Down,Search (Only),"rgb(201,146,18)"
Lydd183161,51.51,0.96,Lydd,155,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd184161,50.74,0.24,Lydd,83,Stood Down,Rescue/ Recovery,"rgb(201,146,18)"
Lydd185161,50.74,0.25,Lydd,13,Complete (Nothing Found),Search (Only),"rgb(201,146,18)"
Lydd186161,51.97,1.43,Lydd,8,Stood Down,Rescue/ Recovery,"rgb(201,146,18)"
Lydd187161,50.95,1.23,Lydd,64,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd188161,52.4,2.23,Lydd,230,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd189161,52.29,2.22,Lydd,233,Stood Down,Search (Only),"rgb(201,146,18)"
Lydd190161,50.74,0.24,Lydd,78,Complete,Support,"rgb(201,146,18)"
Lydd191161,51.11,1.52,Lydd,66,Complete,Support,"rgb(201,146,18)"
Lydd192161,50.71,-1.3,Lydd,145,Complete,Pre-arranged Transfer,"rgb(201,146,18)"
Lydd193161,51.44,-0.35,Lydd,80,Complete (Nothing Found),Search (Only),"rgb(201,146,18)"
Lydd194161,50.73,0.24,Lydd,25,Stood Down,Search (Only),"rgb(201,146,18)"
Lydd195161,51.35,1.46,Lydd,85,Complete (Nothing Found),Search (Only),"rgb(201,146,18)"
Lydd196161,51.39,1.4,Lydd,76,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd197161,51.38,1.28,Lydd,42,Stood Down,Search (Only),"rgb(201,146,18)"
Lydd198161,51.39,1.38,Lydd,130,Complete (Nothing Found),Search (Only),"rgb(201,146,18)"
Lydd199161,51.31,1.06,Lydd,131,Complete,Support,"rgb(201,146,18)"
Lydd200161,51.14,1.36,Lydd,80,Complete,Support,"rgb(201,146,18)"
Lydd201161,51.07,1.17,Lydd,44,Complete,Search (Only),"rgb(201,146,18)"
Lydd202161,51.08,1.28,Lydd,108,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd203161,51.08,1.19,Lydd,155,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd204161,51.08,1.19,Lydd,98,Complete,Search (Only),"rgb(201,146,18)"
Lydd205161,51.07,1.09,Lydd,45,Complete,Search (Only),"rgb(201,146,18)"
Lydd206161,52.62,1.22,Lydd,715,Complete,Pre-arranged Transfer,"rgb(201,146,18)"
Lydd207161,51.39,0.5,Lydd,130,Complete,Search (Only),"rgb(201,146,18)"
Lydd208161,51.53,-0.15,Lydd,517,Stood Down,Pre-arranged Transfer,"rgb(201,146,18)"
Lydd209161,50.58,-0.2,Lydd,196,Complete,Rescue/ Recovery,"rgb(201,146,18)"
Lydd210161,50.74,0.26,Lydd,136,Complete,Support,"rgb(201,146,18)"
